,MARITAL_STATUS,EDUCATION_LEVEL,RESIDENTAL_STATUS,LOAN_AMOUNT,INCOME,GENDER,NUMBER_OF_PRIOR_LOANS,AGE,TENURE,PRESENT_EMPLOYMENT_SINCE,FAMILY_SIZE,OCCUPATION
76743,Married,Bachelor's Degree,Owner,15000.0,5250.0,Male,3.0,54.0,36.0,Less Than Seven Years,2.0,Manager
63449,Married,Bachelor's Degree,Tenant,30000.0,2750.0,Male,3.0,63.0,56.0,Less Than Four Years,7.0,Technician
79973,Married,Master's Degree,Tenant,15000.0,2750.0,Male,1.0,36.0,15.0,Less Than Four Years,2.0,Farmer
22443,Single,Bachelor's Degree,Tenant,25000.0,2750.0,Female,3.0,71.0,1.0,More Than Seven Years,7.0,Technician
96546,Single,Bachelor's Degree,Owner,10000.0,4250.0,Female,3.0,30.0,4.0,Unemployed,3.0,Professional
93680,Married,Bachelor's Degree,Tenant,25000.0,2750.0,Male,3.0,26.0,62.0,Unemployed,4.0,Professional
8927,Single,Doctorate Degree,Owner,25000.0,3750.0,Male,0.0,65.0,7.0,Less Than Four Years,3.0,Manager
83360,Married,Bachelor's Degree,Tenant,30000.0,4250.0,Female,2.0,31.0,41.0,Unemployed,4.0,Professional
31324,Married,Bachelor's Degree,Tenant,40000.0,2750.0,Female,2.0,44.0,14.0,Less Than Seven Years,4.0,Manager
35643,Single,Master's Degree,Tenant,10000.0,2150.0,Male,1.0,37.0,24.0,Less Than Seven Years,2.0,Worker
77714,Single,Primary School Grad,Family Home,15000.0,500.0,Male,3.0,28.0,75.0,Less Than Four Years,4.0,Manager
9108,Married,Primary School Grad,Tenant,35000.0,500.0,Female,0.0,66.0,20.0,Unemployed,4.0,Technician
27723,Married,Bachelor's Degree,Tenant,30000.0,2150.0,Female,1.0,57.0,35.0,Less Than Four Years,4.0,Clerical
89152,Single,Primary School Grad,Tenant,50000.0,500.0,Female,3.0,45.0,31.0,Less Than Four Years,3.0,Professional
3726,Divorced,Bachelor's Degree,Owner,25000.0,6250.0,Female,0.0,20.0,14.0,Less Than Seven Years,2.0,Professional
51924,Married,Bachelor's Degree,Tenant,20000.0,2750.0,Female,3.0,59.0,38.0,More Than Seven Years,4.0,Clerical
91736,Married,Bachelor's Degree,Tenant,25000.0,4250.0,Female,0.0,18.0,85.0,Less Than One Year,4.0,Manager
1367,Married,Doctorate Degree,Tenant,20000.0,3750.0,Male,2.0,37.0,37.0,Less Than One Year,2.0,Professional
3712,Married,Bachelor's Degree,Tenant,10000.0,5250.0,Female,1.0,24.0,35.0,Less Than Four Years,7.0,Manager
17772,Married,Bachelor's Degree,Tenant,50000.0,6250.0,Male,3.0,36.0,64.0,Less Than One Year,7.0,Manager
25426,Single,Bachelor's Degree,Tenant,40000.0,2750.0,Female,1.0,34.0,39.0,Less Than Seven Years,4.0,Worker
96652,Single,Bachelor's Degree,Tenant,20000.0,2150.0,Female,0.0,68.0,6.0,Less Than Four Years,4.0,Clerical
73297,Single,Bachelor's Degree,Tenant,10000.0,4250.0,Female,2.0,44.0,5.0,Less Than One Year,6.0,Manager
36321,Married,Primary School Grad,Family Home,35000.0,500.0,Male,3.0,18.0,3.0,Unemployed,7.0,Manager
64965,Married,Bachelor's Degree,Tenant,10000.0,2750.0,Female,2.0,71.0,85.0,More Than Seven Years,2.0,Worker
4114,Married,Bachelor's Degree,Owner,45000.0,4250.0,Male,1.0,65.0,8.0,More Than Seven Years,3.0,Professional
91749,Single,Bachelor's Degree,Tenant,30000.0,2150.0,Female,0.0,51.0,19.0,More Than Seven Years,6.0,Manager
67203,Married,Bachelor's Degree,Tenant,55000.0,2750.0,Female,0.0,44.0,6.0,Less Than Four Years,4.0,Worker
29165,Married,Bachelor's Degree,Owner,15000.0,5250.0,Male,3.0,39.0,13.0,Less Than One Year,3.0,Manager
25923,Single,Master's Degree,Tenant,30000.0,2150.0,Female,3.0,39.0,7.0,Less Than One Year,2.0,Manager
39882,Married,Bachelor's Degree,Tenant,30000.0,2750.0,Male,3.0,48.0,4.0,Less Than Seven Years,4.0,Professional
66024,Single,Primary School Grad,Tenant,50000.0,500.0,Male,3.0,45.0,3.0,Less Than Four Years,6.0,Technician
85150,Single,Bachelor's Degree,Tenant,30000.0,6250.0,Male,1.0,33.0,5.0,Less Than Four Years,4.0,Professional
27208,Married,Bachelor's Degree,Owner,15000.0,5250.0,Female,3.0,45.0,9.0,Less Than Four Years,4.0,Professional
72460,Single,Bachelor's Degree,Tenant,15000.0,2150.0,Female,1.0,32.0,2.0,Less Than Seven Years,4.0,Technician
87128,Married,Bachelor's Degree,Tenant,70000.0,2150.0,Male,2.0,49.0,17.0,More Than Seven Years,4.0,Manager
73384,Married,Primary School Grad,Family Home,95000.0,500.0,Female,3.0,20.0,30.0,Unemployed,3.0,Clerical
60576,Divorced,Bachelor's Degree,Tenant,30000.0,2750.0,Female,1.0,42.0,32.0,Less Than One Year,7.0,Clerical
5704,Married,Primary School Grad,Tenant,10000.0,500.0,Female,0.0,54.0,7.0,Less Than Seven Years,4.0,Army
17087,Divorced,Bachelor's Degree,Tenant,15000.0,2750.0,Female,0.0,19.0,12.0,Less Than One Year,4.0,Professional
69569,Married,Primary School Grad,Tenant,90000.0,500.0,Male,0.0,49.0,32.0,Less Than Seven Years,2.0,Manager
36059,Married,Bachelor's Degree,Owner,40000.0,6250.0,Male,3.0,36.0,5.0,Less Than Seven Years,2.0,Professional
8125,Divorced,Primary School Grad,Tenant,45000.0,500.0,Male,3.0,67.0,14.0,Less Than Four Years,4.0,Army
26984,Single,Primary School Grad,Family Home,15000.0,500.0,Male,0.0,42.0,9.0,Unemployed,3.0,Farmer
78916,Married,Bachelor's Degree,Owner,55000.0,6250.0,Female,3.0,66.0,11.0,Less Than One Year,3.0,Manager
42287,Single,Master's Degree,Tenant,65000.0,2150.0,Male,3.0,41.0,15.0,Less Than One Year,2.0,Worker
99562,Married,Bachelor's Degree,Owner,95000.0,4250.0,Female,0.0,48.0,83.0,More Than Seven Years,4.0,Professional
47055,Single,Bachelor's Degree,Tenant,45000.0,5250.0,Male,2.0,30.0,26.0,Less Than Four Years,6.0,Manager
79134,Married,Master's Degree,Tenant,35000.0,2750.0,Female,3.0,27.0,36.0,More Than Seven Years,2.0,Technician
98009,Married,Master's Degree,Tenant,15000.0,2750.0,Female,2.0,27.0,39.0,Less Than Four Years,3.0,Worker
30659,Married,Master's Degree,Tenant,50000.0,2750.0,Female,1.0,44.0,16.0,Less Than One Year,2.0,Manager
54061,Single,Bachelor's Degree,Tenant,10000.0,2150.0,Female,0.0,42.0,4.0,Less Than One Year,5.0,Manager
37208,Single,Master's Degree,Tenant,30000.0,2750.0,Female,2.0,43.0,37.0,Less Than Seven Years,2.0,Farmer
42823,Married,Bachelor's Degree,Tenant,35000.0,4250.0,Male,2.0,23.0,26.0,Less Than Four Years,5.0,Manager
50138,Married,Master's Degree,Tenant,45000.0,2750.0,Male,0.0,24.0,7.0,Less Than Four Years,3.0,Technician
94795,Divorced,Bachelor's Degree,Owner,40000.0,5250.0,Male,0.0,53.0,48.0,Less Than One Year,4.0,Manager
98553,Married,Master's Degree,Tenant,45000.0,2150.0,Male,2.0,70.0,11.0,Less Than One Year,3.0,Manager
65838,Married,Bachelor's Degree,Owner,10000.0,4250.0,Female,2.0,55.0,22.0,Less Than One Year,2.0,Professional
36487,Married,Bachelor's Degree,Owner,45000.0,6250.0,Male,0.0,18.0,31.0,Less Than Four Years,3.0,Manager
24089,Single,Primary School Grad,Tenant,10000.0,500.0,Female,2.0,54.0,3.0,Less Than Four Years,4.0,Technician
81040,Married,Bachelor's Degree,Tenant,15000.0,4250.0,Male,3.0,35.0,5.0,Unemployed,6.0,Manager
28625,Married,Primary School Grad,Family Home,25000.0,500.0,Female,1.0,37.0,1.0,Less Than Four Years,4.0,Technician
55409,Married,Doctorate Degree,Tenant,20000.0,3750.0,Female,3.0,38.0,4.0,More Than Seven Years,3.0,Professional
88009,Married,Bachelor's Degree,Tenant,15000.0,2750.0,Female,3.0,38.0,14.0,More Than Seven Years,4.0,Clerical
15577,Married,Doctorate Degree,Owner,90000.0,3750.0,Male,1.0,61.0,10.0,Less Than Seven Years,3.0,Professional
47414,Married,Primary School Grad,Tenant,20000.0,500.0,Male,2.0,71.0,15.0,More Than Seven Years,2.0,Professional
48320,Married,Master's Degree,Tenant,105000.0,2750.0,Male,3.0,38.0,21.0,Unemployed,3.0,Technician
37380,Married,Bachelor's Degree,Owner,45000.0,4250.0,Female,1.0,54.0,6.0,Less Than Seven Years,4.0,Manager
13669,Married,Bachelor's Degree,Owner,50000.0,6250.0,Male,3.0,21.0,51.0,Less Than One Year,3.0,Manager
23196,Married,Bachelor's Degree,Tenant,90000.0,4250.0,Male,3.0,43.0,6.0,Less Than Seven Years,6.0,Professional
10225,Married,Primary School Grad,Family Home,35000.0,500.0,Female,2.0,38.0,56.0,Less Than One Year,3.0,Farmer
4470,Married,Bachelor's Degree,Tenant,10000.0,2750.0,Male,2.0,50.0,34.0,More Than Seven Years,6.0,Clerical
82811,Married,Bachelor's Degree,Tenant,75000.0,2150.0,Female,2.0,32.0,16.0,Less Than Seven Years,4.0,Worker
43753,Single,Primary School Grad,Family Home,70000.0,500.0,Male,2.0,24.0,31.0,Less Than One Year,2.0,Technician
1969,Married,Primary School Grad,Family Home,15000.0,500.0,Male,2.0,32.0,7.0,Unemployed,2.0,Technician
78131,Married,Bachelor's Degree,Owner,30000.0,5250.0,Male,0.0,69.0,10.0,Less Than One Year,4.0,Manager
32556,Divorced,Primary School Grad,Family Home,45000.0,500.0,Male,0.0,34.0,35.0,Less Than Seven Years,4.0,Manager
22911,Single,Bachelor's Degree,Tenant,105000.0,2150.0,Female,3.0,62.0,24.0,Unemployed,4.0,Manager
39062,Single,Doctorate Degree,Tenant,65000.0,3750.0,Female,0.0,32.0,36.0,Unemployed,3.0,Professional
12115,Married,Bachelor's Degree,Owner,15000.0,6250.0,Female,3.0,40.0,14.0,More Than Seven Years,3.0,Professional
79141,Married,Primary School Grad,Family Home,15000.0,500.0,Female,0.0,36.0,25.0,More Than Seven Years,3.0,Army
9110,Married,Doctorate Degree,Owner,20000.0,3750.0,Male,2.0,71.0,8.0,Less Than One Year,3.0,Manager
68785,Married,Master's Degree,Tenant,30000.0,2150.0,Male,2.0,21.0,90.0,Less Than One Year,2.0,Technician
6570,Single,Bachelor's Degree,Tenant,15000.0,4250.0,Female,3.0,36.0,14.0,Less Than Four Years,4.0,Manager
6638,Single,Primary School Grad,Family Home,30000.0,500.0,Male,1.0,18.0,77.0,Less Than Four Years,3.0,Army
56503,Married,Master's Degree,Tenant,55000.0,2750.0,Male,2.0,35.0,2.0,More Than Seven Years,2.0,Worker
15398,Married,Bachelor's Degree,Tenant,40000.0,2750.0,Male,2.0,45.0,4.0,Unemployed,4.0,Worker
61212,Single,Bachelor's Degree,Owner,65000.0,4250.0,Male,1.0,42.0,3.0,More Than Seven Years,3.0,Manager
89393,Married,Bachelor's Degree,Owner,55000.0,6250.0,Female,3.0,24.0,8.0,Less Than Four Years,3.0,Professional
45272,Divorced,Bachelor's Degree,Tenant,30000.0,5250.0,Female,1.0,27.0,4.0,Less Than Four Years,4.0,Professional
65661,Married,Primary School Grad,Tenant,20000.0,500.0,Male,2.0,57.0,5.0,More Than Seven Years,4.0,Technician
1239,Married,Primary School Grad,Tenant,25000.0,500.0,Female,3.0,54.0,4.0,Less Than Four Years,3.0,Manager
35057,Divorced,Bachelor's Degree,Tenant,20000.0,2150.0,Female,1.0,43.0,70.0,Less Than One Year,6.0,Army
41235,Single,Bachelor's Degree,Tenant,55000.0,2750.0,Female,1.0,44.0,20.0,More Than Seven Years,6.0,Clerical
25611,Single,Master's Degree,Tenant,45000.0,2150.0,Male,1.0,54.0,9.0,Less Than Four Years,2.0,Army
33997,Single,Primary School Grad,Family Home,35000.0,500.0,Male,2.0,18.0,7.0,Unemployed,4.0,Worker
64178,Single,Bachelor's Degree,Owner,25000.0,6250.0,Male,3.0,64.0,54.0,Less Than One Year,3.0,Manager
9200,Married,Bachelor's Degree,Tenant,25000.0,2150.0,Male,2.0,35.0,2.0,Unemployed,6.0,Army
29856,Single,Bachelor's Degree,Tenant,45000.0,2150.0,Male,0.0,45.0,14.0,Less Than One Year,4.0,Farmer
28404,Single,Bachelor's Degree,Owner,30000.0,6250.0,Female,3.0,55.0,8.0,More Than Seven Years,3.0,Manager
76260,Married,Primary School Grad,Tenant,55000.0,500.0,Male,1.0,62.0,7.0,Less Than Four Years,3.0,Worker
86213,Single,Bachelor's Degree,Tenant,40000.0,2750.0,Male,0.0,44.0,14.0,Unemployed,4.0,Farmer
1058,Divorced,Bachelor's Degree,Owner,10000.0,4250.0,Male,3.0,55.0,12.0,Less Than Four Years,4.0,Professional
39030,Single,Bachelor's Degree,Tenant,10000.0,2750.0,Female,1.0,22.0,55.0,Less Than One Year,7.0,Worker
80896,Married,Bachelor's Degree,Owner,15000.0,6250.0,Female,2.0,20.0,12.0,Less Than Four Years,4.0,Manager
27420,Single,Bachelor's Degree,Tenant,20000.0,5250.0,Male,3.0,32.0,2.0,Unemployed,4.0,Professional
281,Single,Master's Degree,Tenant,55000.0,2750.0,Female,1.0,30.0,17.0,Less Than Four Years,2.0,Clerical
91155,Married,Bachelor's Degree,Tenant,20000.0,2150.0,Male,3.0,71.0,19.0,Less Than Seven Years,4.0,Army
91428,Single,Master's Degree,Tenant,25000.0,2750.0,Male,2.0,57.0,91.0,Less Than One Year,2.0,Army
47614,Single,Bachelor's Degree,Owner,40000.0,4250.0,Female,0.0,25.0,31.0,Less Than Four Years,2.0,Manager
66504,Single,Master's Degree,Tenant,60000.0,2750.0,Female,3.0,30.0,1.0,Less Than One Year,3.0,Farmer
81537,Married,Master's Degree,Tenant,10000.0,2750.0,Female,1.0,69.0,1.0,Less Than Seven Years,3.0,Army
20337,Married,Primary School Grad,Family Home,20000.0,500.0,Male,0.0,27.0,13.0,Less Than Seven Years,6.0,Worker
34707,Divorced,Doctorate Degree,Owner,20000.0,3750.0,Female,0.0,68.0,24.0,Unemployed,3.0,Professional
99686,Married,Bachelor's Degree,Tenant,75000.0,2150.0,Male,1.0,63.0,3.0,Unemployed,4.0,Worker
83194,Married,Bachelor's Degree,Tenant,75000.0,2750.0,Female,1.0,69.0,7.0,Less Than One Year,6.0,Army
619,Single,Bachelor's Degree,Tenant,25000.0,2150.0,Male,1.0,22.0,6.0,Less Than One Year,6.0,Technician
18309,Married,Bachelor's Degree,Owner,45000.0,4250.0,Female,0.0,41.0,1.0,Less Than Seven Years,4.0,Professional
67278,Married,Master's Degree,Tenant,10000.0,2150.0,Male,1.0,27.0,89.0,Less Than Four Years,2.0,Professional
83310,Married,Doctorate Degree,Tenant,45000.0,3750.0,Female,0.0,20.0,14.0,Less Than Seven Years,3.0,Professional
79671,Divorced,Bachelor's Degree,Tenant,65000.0,6250.0,Male,1.0,37.0,13.0,Unemployed,4.0,Manager
26155,Divorced,Primary School Grad,Family Home,10000.0,500.0,Male,1.0,41.0,2.0,Unemployed,2.0,Technician
9847,Married,Bachelor's Degree,Tenant,25000.0,2150.0,Male,0.0,22.0,89.0,Unemployed,5.0,Worker
92464,Married,Master's Degree,Tenant,60000.0,2150.0,Female,3.0,46.0,5.0,More Than Seven Years,2.0,Clerical
92324,Married,Master's Degree,Tenant,45000.0,2150.0,Male,1.0,46.0,33.0,More Than Seven Years,2.0,Professional
15563,Divorced,Bachelor's Degree,Tenant,30000.0,2150.0,Male,0.0,21.0,6.0,Less Than Seven Years,4.0,Manager
71652,Married,Bachelor's Degree,Tenant,35000.0,2150.0,Female,1.0,18.0,9.0,Less Than One Year,4.0,Professional
51886,Married,Bachelor's Degree,Tenant,45000.0,2750.0,Male,3.0,66.0,14.0,Less Than Seven Years,5.0,Professional
55204,Single,Master's Degree,Tenant,25000.0,2750.0,Male,3.0,27.0,28.0,Unemployed,3.0,Technician
35946,Married,Bachelor's Degree,Tenant,15000.0,2750.0,Male,2.0,61.0,15.0,More Than Seven Years,4.0,Army
85112,Divorced,Master's Degree,Tenant,55000.0,2750.0,Male,3.0,62.0,3.0,Less Than Seven Years,3.0,Manager
71635,Married,Doctorate Degree,Owner,80000.0,3750.0,Female,0.0,68.0,43.0,Unemployed,3.0,Manager
82495,Divorced,Bachelor's Degree,Owner,15000.0,6250.0,Male,2.0,45.0,7.0,More Than Seven Years,4.0,Professional
88576,Single,Master's Degree,Tenant,30000.0,2750.0,Male,1.0,26.0,8.0,Less Than Four Years,2.0,Worker
23499,Married,Master's Degree,Tenant,10000.0,3750.0,Female,3.0,63.0,1.0,More Than Seven Years,5.0,Farmer
79530,Married,Master's Degree,Tenant,65000.0,2150.0,Male,2.0,61.0,21.0,Less Than Four Years,2.0,Professional
6276,Married,Bachelor's Degree,Tenant,20000.0,2750.0,Male,1.0,45.0,63.0,Less Than Four Years,4.0,Army
42240,Single,Bachelor's Degree,Tenant,20000.0,2750.0,Female,2.0,68.0,15.0,Unemployed,7.0,Army
98736,Single,Doctorate Degree,Tenant,15000.0,3750.0,Female,1.0,39.0,26.0,Less Than Four Years,3.0,Manager
76619,Married,Bachelor's Degree,Tenant,55000.0,5250.0,Female,3.0,30.0,44.0,More Than Seven Years,4.0,Manager
71260,Married,Bachelor's Degree,Owner,40000.0,5250.0,Female,1.0,19.0,12.0,Less Than Seven Years,3.0,Professional
76367,Single,Master's Degree,Tenant,30000.0,2750.0,Female,1.0,34.0,24.0,Less Than Seven Years,2.0,Army
82189,Married,Master's Degree,Tenant,40000.0,2150.0,Male,2.0,25.0,15.0,Less Than Four Years,3.0,Manager
33397,Married,Master's Degree,Tenant,10000.0,2150.0,Female,1.0,48.0,1.0,Less Than One Year,2.0,Technician
44738,Single,Bachelor's Degree,Owner,45000.0,4250.0,Male,2.0,69.0,1.0,More Than Seven Years,6.0,Manager
52233,Married,Bachelor's Degree,Owner,55000.0,5250.0,Male,2.0,55.0,8.0,More Than Seven Years,5.0,Professional
12588,Married,Master's Degree,Tenant,15000.0,2750.0,Female,2.0,56.0,34.0,Less Than Four Years,3.0,Manager
61367,Married,Bachelor's Degree,Owner,35000.0,4250.0,Female,3.0,45.0,17.0,Less Than One Year,4.0,Professional
86475,Married,Bachelor's Degree,Tenant,20000.0,2750.0,Female,1.0,18.0,14.0,Less Than Four Years,7.0,Professional
21927,Single,Master's Degree,Tenant,55000.0,2750.0,Male,2.0,33.0,32.0,Unemployed,3.0,Farmer
13760,Divorced,Bachelor's Degree,Tenant,15000.0,2750.0,Male,1.0,24.0,8.0,Less Than Seven Years,4.0,Manager
64674,Married,Bachelor's Degree,Owner,45000.0,6250.0,Female,0.0,55.0,8.0,More Than Seven Years,4.0,Professional
67649,Divorced,Bachelor's Degree,Tenant,55000.0,2750.0,Male,3.0,33.0,15.0,Less Than Seven Years,4.0,Manager
92152,Married,Master's Degree,Tenant,95000.0,2150.0,Male,3.0,24.0,1.0,Less Than Four Years,2.0,Clerical
61272,Married,Bachelor's Degree,Tenant,40000.0,2150.0,Male,0.0,41.0,4.0,Less Than Four Years,4.0,Technician
45893,Single,Bachelor's Degree,Tenant,30000.0,2150.0,Male,3.0,30.0,12.0,Less Than One Year,4.0,Manager
69350,Married,Bachelor's Degree,Owner,25000.0,4250.0,Male,2.0,31.0,16.0,Less Than Seven Years,3.0,Manager
47064,Married,Bachelor's Degree,Owner,45000.0,4250.0,Female,1.0,28.0,6.0,Less Than Seven Years,2.0,Manager
35046,Married,Bachelor's Degree,Tenant,10000.0,2750.0,Female,3.0,64.0,10.0,Less Than Four Years,4.0,Technician
70135,Single,Master's Degree,Tenant,10000.0,2750.0,Female,0.0,47.0,15.0,More Than Seven Years,3.0,Professional
94588,Married,Bachelor's Degree,Tenant,40000.0,2150.0,Male,2.0,55.0,13.0,Less Than Four Years,6.0,Worker
96059,Single,Master's Degree,Tenant,20000.0,2750.0,Female,3.0,45.0,24.0,Less Than One Year,4.0,Army
50677,Married,Bachelor's Degree,Tenant,25000.0,2150.0,Female,1.0,71.0,13.0,Less Than One Year,4.0,Manager
35133,Divorced,Bachelor's Degree,Tenant,50000.0,2750.0,Female,0.0,18.0,31.0,Less Than One Year,5.0,Army
4648,Married,Primary School Grad,Family Home,40000.0,500.0,Female,3.0,35.0,16.0,Less Than One Year,4.0,Farmer
44965,Married,Bachelor's Degree,Tenant,100000.0,2150.0,Female,1.0,33.0,20.0,Unemployed,6.0,Worker
64324,Single,Master's Degree,Tenant,45000.0,2750.0,Male,2.0,62.0,27.0,Less Than One Year,2.0,Technician
26916,Single,Bachelor's Degree,Tenant,45000.0,2150.0,Female,0.0,30.0,6.0,Unemployed,7.0,Manager
33142,Single,Master's Degree,Tenant,20000.0,3750.0,Male,2.0,22.0,11.0,Less Than One Year,4.0,Farmer
98064,Married,Master's Degree,Tenant,25000.0,2150.0,Female,2.0,44.0,26.0,Less Than Four Years,3.0,Clerical
88397,Married,Bachelor's Degree,Owner,25000.0,6250.0,Female,3.0,45.0,2.0,More Than Seven Years,4.0,Professional
66061,Single,Master's Degree,Tenant,45000.0,2750.0,Female,0.0,18.0,13.0,More Than Seven Years,3.0,Professional
11561,Married,Master's Degree,Tenant,10000.0,2750.0,Female,3.0,32.0,5.0,Less Than Seven Years,3.0,Worker
78301,Married,Bachelor's Degree,Tenant,35000.0,2150.0,Female,1.0,56.0,29.0,Less Than Seven Years,4.0,Clerical
23279,Married,Master's Degree,Tenant,75000.0,2150.0,Female,2.0,68.0,14.0,Less Than One Year,3.0,Farmer
26723,Married,Bachelor's Degree,Tenant,25000.0,2750.0,Male,3.0,40.0,69.0,More Than Seven Years,4.0,Army
19975,Married,Master's Degree,Tenant,45000.0,2750.0,Female,0.0,53.0,11.0,Less Than Four Years,2.0,Clerical
27490,Married,Bachelor's Degree,Tenant,10000.0,2750.0,Female,3.0,33.0,1.0,Less Than Four Years,4.0,Army
57056,Married,Bachelor's Degree,Tenant,40000.0,2750.0,Male,1.0,57.0,33.0,More Than Seven Years,4.0,Clerical
84878,Married,Primary School Grad,Family Home,40000.0,500.0,Male,3.0,32.0,47.0,Less Than Four Years,7.0,Clerical
48364,Married,Bachelor's Degree,Tenant,30000.0,2150.0,Female,3.0,46.0,12.0,Less Than One Year,4.0,Technician
86652,Married,Primary School Grad,Family Home,30000.0,500.0,Male,1.0,41.0,9.0,Less Than Seven Years,3.0,Worker
42229,Single,Master's Degree,Tenant,10000.0,2150.0,Female,1.0,49.0,8.0,Unemployed,2.0,Clerical
45241,Married,Bachelor's Degree,Tenant,55000.0,6250.0,Male,2.0,34.0,11.0,More Than Seven Years,5.0,Manager
17778,Married,Bachelor's Degree,Owner,10000.0,5250.0,Male,0.0,29.0,3.0,Less Than Four Years,3.0,Manager
29426,Married,Bachelor's Degree,Owner,10000.0,6250.0,Male,1.0,54.0,24.0,Less Than Seven Years,3.0,Professional
12201,Married,Bachelor's Degree,Tenant,85000.0,4250.0,Male,0.0,23.0,13.0,Less Than Seven Years,4.0,Professional
45350,Married,Doctorate Degree,Tenant,45000.0,3750.0,Female,0.0,38.0,7.0,More Than Seven Years,2.0,Professional
76707,Single,Bachelor's Degree,Tenant,20000.0,2150.0,Female,1.0,34.0,14.0,Less Than One Year,5.0,Manager
26017,Married,Master's Degree,Tenant,40000.0,2750.0,Male,1.0,45.0,15.0,Less Than Seven Years,3.0,Clerical
26958,Divorced,Bachelor's Degree,Tenant,40000.0,2750.0,Female,2.0,33.0,5.0,More Than Seven Years,4.0,Army
99838,Married,Bachelor's Degree,Owner,80000.0,5250.0,Female,2.0,69.0,13.0,Less Than Seven Years,4.0,Manager
77539,Single,Primary School Grad,Family Home,10000.0,500.0,Male,1.0,39.0,4.0,Less Than Seven Years,5.0,Manager
22015,Divorced,Bachelor's Degree,Owner,55000.0,4250.0,Female,1.0,71.0,13.0,Less Than Four Years,3.0,Manager
31585,Single,Master's Degree,Tenant,10000.0,2150.0,Female,1.0,30.0,22.0,Less Than Four Years,3.0,Farmer
31860,Single,Bachelor's Degree,Tenant,40000.0,2150.0,Female,2.0,49.0,82.0,Less Than Four Years,4.0,Worker
25849,Married,Bachelor's Degree,Tenant,40000.0,2750.0,Female,1.0,31.0,30.0,Less Than Four Years,4.0,Technician
72099,Married,Master's Degree,Tenant,25000.0,3750.0,Female,3.0,43.0,2.0,Less Than One Year,4.0,Army
65128,Single,Bachelor's Degree,Owner,20000.0,6250.0,Female,2.0,52.0,13.0,Less Than Seven Years,3.0,Professional
4703,Single,Bachelor's Degree,Tenant,55000.0,2150.0,Male,1.0,54.0,33.0,More Than Seven Years,5.0,Manager
80818,Divorced,Doctorate Degree,Tenant,20000.0,3750.0,Female,1.0,44.0,6.0,Less Than Seven Years,2.0,Professional
39063,Single,Doctorate Degree,Tenant,45000.0,3750.0,Female,2.0,41.0,2.0,Less Than Four Years,3.0,Professional
39443,Married,Bachelor's Degree,Tenant,25000.0,2750.0,Male,3.0,54.0,11.0,Unemployed,6.0,Manager
25963,Married,Bachelor's Degree,Tenant,35000.0,5250.0,Male,3.0,34.0,15.0,Less Than Seven Years,6.0,Professional
78339,Married,Primary School Grad,Family Home,15000.0,500.0,Male,0.0,32.0,5.0,More Than Seven Years,3.0,Farmer
47908,Married,Master's Degree,Tenant,35000.0,3750.0,Female,2.0,67.0,80.0,Unemployed,4.0,Technician
74131,Single,Bachelor's Degree,Owner,15000.0,6250.0,Male,0.0,60.0,7.0,Less Than One Year,4.0,Professional
956,Married,Bachelor's Degree,Tenant,20000.0,2750.0,Male,0.0,49.0,14.0,Less Than Four Years,4.0,Manager
59321,Married,Bachelor's Degree,Owner,30000.0,5250.0,Male,0.0,59.0,40.0,Unemployed,2.0,Professional
72541,Single,Bachelor's Degree,Owner,35000.0,6250.0,Female,3.0,47.0,4.0,More Than Seven Years,3.0,Professional
30027,Divorced,Bachelor's Degree,Tenant,45000.0,2150.0,Female,0.0,33.0,11.0,Less Than Four Years,6.0,Army
55230,Married,Bachelor's Degree,Owner,25000.0,5250.0,Female,3.0,62.0,7.0,Less Than One Year,2.0,Manager
16309,Married,Master's Degree,Tenant,85000.0,2150.0,Female,0.0,26.0,11.0,Less Than Four Years,3.0,Clerical
45500,Single,Bachelor's Degree,Owner,20000.0,4250.0,Female,3.0,64.0,4.0,More Than Seven Years,4.0,Professional
94242,Married,Bachelor's Degree,Owner,50000.0,4250.0,Male,2.0,23.0,13.0,Less Than One Year,3.0,Professional
8946,Married,Bachelor's Degree,Tenant,20000.0,2750.0,Male,2.0,45.0,8.0,Less Than One Year,4.0,Army
79561,Single,Bachelor's Degree,Tenant,25000.0,4250.0,Male,0.0,19.0,8.0,Less Than Seven Years,3.0,Professional
60315,Single,Master's Degree,Tenant,75000.0,3750.0,Male,1.0,36.0,18.0,Less Than Four Years,6.0,Clerical
91194,Single,Bachelor's Degree,Tenant,10000.0,2750.0,Male,2.0,54.0,7.0,Less Than Four Years,4.0,Worker
2920,Married,Bachelor's Degree,Tenant,35000.0,5250.0,Female,3.0,33.0,12.0,Less Than One Year,4.0,Professional
37412,Married,Bachelor's Degree,Tenant,10000.0,4250.0,Female,2.0,30.0,30.0,More Than Seven Years,4.0,Professional
661,Married,Doctorate Degree,Owner,25000.0,3750.0,Male,1.0,64.0,14.0,Less Than One Year,2.0,Professional
16082,Married,Master's Degree,Tenant,30000.0,2150.0,Female,0.0,71.0,29.0,Less Than One Year,2.0,Clerical
75717,Married,Bachelor's Degree,Owner,20000.0,5250.0,Male,0.0,20.0,62.0,More Than Seven Years,7.0,Professional
20049,Married,Bachelor's Degree,Tenant,55000.0,2750.0,Female,1.0,40.0,19.0,Less Than One Year,5.0,Farmer
